Accuracy: 
1	0
2	0
3	0
4	1
5	0
1	0
2	0
3	1
4	1
5	0
1	0
2	0
3	0
4	0
5	1
1	0
2	0
3	0
4	1
5	0
1	0
2	0
3	0
4	1
5	0
1	1
2	1
3	0
4	1
5	0
1	1
2	0
3	0
4	0
5	0
1	0
2	0
3	0
4	1
5	0
1	0
2	0
3	0
4	1
5	0
1	0
2	0
3	0
4	1
5	0
1	0
2	0
3	0
4	0
5	0
1	0
2	0
3	0
4	1
5	0
1	0
2	0
3	0
4	0
5	0
1	0
2	0
3	0
4	0
5	0
1	0
2	0
3	0
4	1
5	0
1	0
2	0
3	0
4	1
5	0
1	0
2	0
3	0
4	1
5	0
1	0
2	0
3	0
4	0
5	0
1	-1
2	0
3	0
4	0
5	0
1	0
2	0
3	0
4	1
5	1
1	0
2	0
3	0
4	0
5	0
1	1
2	0
3	0
4	0
5	1
1	0
2	0
3	0
4	-1
5	-1
1	1
2	0
3	0
4	0
5	0
1	0
2	0
3	0
4	1
5	0
1	0
2	0
3	0
4	1
5	0
1	0
2	1
3	0
4	1
5	0
1	0
2	0
3	-1
4	1
5	0
1	0
2	0
3	0
4	1
5	0
1	-1
2	0
3	0
4	0
5	0
1	0
2	1
3	0
4	0
5	0
1	0
2	0
3	0
4	1
5	0
ErrorPercent: 
1	0.008523
2	-0.003814
3	0.015949
4	0.143880
5	-0.009710
1	0.048869
2	-0.026109
3	0.091271
4	0.245262
5	0.013613
1	0.027633
2	0.005085
3	-0.002195
4	0.006020
5	0.026804
1	0.007190
2	0.007620
3	0.008588
4	0.151787
5	-0.002247
1	0.017880
2	-0.014190
3	0.031012
4	0.061048
5	0.011414
1	0.083198
2	0.080535
3	0.005822
4	0.085390
5	0.006639
1	0.133514
2	0.011463
3	-0.020970
4	0.031545
5	0.009574
1	0.044044
2	-0.013959
3	0.017745
4	0.104432
5	0.003122
1	0.019783
2	0.013047
3	0.027287
4	0.130159
5	0.004861
1	0.036124
2	0.005956
3	0.013107
4	0.100442
5	0.015476
1	0.018708
2	0.016086
3	0.008616
4	0.058203
5	0.016194
1	-0.001190
2	0.006062
3	0.030390
4	0.099596
5	0.010157
1	-0.012532
2	-0.000036
3	0.033376
4	0.012608
5	-0.005415
1	0.053705
2	0.033403
3	0.017064
4	-0.052211
5	0.002219
1	0.032542
2	0.017547
3	0.049132
4	0.130230
5	0.001444
1	0.021990
2	0.005595
3	0.058031
4	0.132253
5	0.010787
1	0.048738
2	0.000151
3	0.012391
4	0.136557
5	-0.001240
1	0.051606
2	0.002960
3	0.017149
4	0.012310
5	-0.005724
1	-0.382766
2	-0.006040
3	0.006857
4	0.044661
5	-0.001187
1	0.045546
2	0.007793
3	0.001578
4	0.063927
5	0.026573
1	0.043683
2	0.012912
3	0.030859
4	0.009918
5	0.002447
1	0.109217
2	0.023903
3	0.002741
4	0.059045
5	0.025196
1	0.041201
2	0.001881
3	0.017613
4	-0.149974
5	-0.646037
1	0.082906
2	-0.004380
3	0.004776
4	-0.020722
5	-0.001594
1	0.022302
2	0.015044
3	0.036543
4	0.175579
5	-0.001401
1	0.048788
2	-0.001724
3	0.011172
4	0.075112
5	0.006171
1	0.029709
2	0.063685
3	-0.000899
4	0.079361
5	0.018362
1	-0.016176
2	0.014109
3	-0.209215
4	0.116091
5	0.011083
1	0.022088
2	0.006186
3	0.034857
4	0.109188
5	-0.014301
1	-0.212542
2	-0.006807
3	0.028465
4	0.044886
5	0.012035
1	0.026953
2	0.060203
3	0.006423
4	0.053397
5	-0.012973
1	0.051922
2	-0.004265
3	0.035824
4	0.138746
5	-0.003338
