Accuracy: 
1	1
2	-1
3	1
4	1
5	-1
1	0
2	-1
3	0
4	1
5	-1
1	1
2	-1
3	1
4	1
5	-1
1	1
2	-1
3	1
4	1
5	-1
1	1
2	-1
3	1
4	1
5	-1
1	1
2	-1
3	0
4	1
5	-1
1	1
2	-1
3	-1
4	1
5	-1
1	1
2	-1
3	0
4	1
5	-1
1	1
2	-1
3	0
4	-1
5	0
1	1
2	-1
3	1
4	1
5	-1
1	1
2	-1
3	1
4	1
5	-1
1	1
2	-1
3	0
4	1
5	-1
1	1
2	-1
3	-1
4	1
5	-1
1	1
2	-1
3	-1
4	1
5	-1
1	1
2	-1
3	-1
4	1
5	-1
1	0
2	-1
3	-1
4	1
5	-1
1	0
2	-1
3	-1
4	1
5	-1
1	0
2	-1
3	-1
4	1
5	-1
1	0
2	-1
3	-1
4	1
5	-1
1	1
2	-1
3	-1
4	1
5	-1
1	1
2	-1
3	-1
4	1
5	1
1	1
2	-1
3	1
4	1
5	-1
1	1
2	-1
3	1
4	1
5	-1
1	1
2	-1
3	0
4	1
5	-1
1	1
2	-1
3	0
4	1
5	1
1	1
2	-1
3	1
4	0
5	-1
1	0
2	-1
3	0
4	1
5	-1
1	0
2	-1
3	-1
4	1
5	-1
1	1
2	-1
3	1
4	1
5	0
1	1
2	-1
3	0
4	1
5	-1
1	1
2	-1
3	-1
4	1
5	-1
1	1
2	-1
3	0
4	1
5	-1
ErrorPercent: 
1	0.342859
2	-0.349611
3	0.126629
4	0.388144
5	-0.332536
1	0.144094
2	-0.592010
3	-0.003470
4	0.436447
5	-0.358901
1	0.242273
2	-0.187402
3	0.110129
4	0.326868
5	-0.207166
1	0.253750
2	-0.404095
3	0.104928
4	0.471762
5	-0.119386
1	0.304065
2	-0.380264
3	0.090208
4	0.516798
5	-0.219400
1	0.260550
2	-0.311303
3	-0.012975
4	0.299414
5	-0.458251
1	0.137589
2	-0.633291
3	-0.336451
4	0.350718
5	-0.296808
1	0.209274
2	-0.415670
3	0.016754
4	0.403072
5	-0.435963
1	0.223389
2	-0.422834
3	-0.007093
4	-0.132325
5	-0.001503
1	0.326597
2	-0.391571
3	0.086193
4	0.457114
5	-0.188120
1	0.311992
2	-0.297838
3	0.095469
4	0.431003
5	-0.148937
1	0.254855
2	-0.324980
3	0.028352
4	0.477479
5	-0.270498
1	0.224121
2	-0.376291
3	-0.136149
4	0.210308
5	-0.455110
1	0.116423
2	-0.395966
3	-0.288480
4	0.402602
5	-0.279977
1	0.104483
2	-0.667906
3	-0.307915
4	0.217217
5	-0.478765
1	0.069432
2	-0.730072
3	-0.257057
4	0.221060
5	-0.380112
1	-0.047396
2	-0.516943
3	-0.228364
4	0.247134
5	-0.571865
1	0.038007
2	-0.524403
3	-0.242992
4	0.234258
5	-0.538864
1	0.085416
2	-0.704825
3	-0.161011
4	0.276365
5	-0.367012
1	0.074164
2	-0.689116
3	-0.258760
4	0.346797
5	-0.389829
1	0.123276
2	-0.564296
3	-0.442910
4	0.596010
5	0.072610
1	0.379239
2	-0.220781
3	0.102420
4	0.475107
5	-0.237880
1	0.163300
2	-0.573937
3	0.073564
4	0.486538
5	-0.194466
1	0.272473
2	-0.385160
3	0.051826
4	0.492766
5	-0.371975
1	0.181627
2	-0.332797
3	-0.002471
4	0.432669
5	0.028249
1	0.337252
2	-0.352932
3	0.082024
4	0.054867
5	-0.374232
1	0.005726
2	-0.456059
3	-0.017916
4	0.374294
5	-0.620040
1	0.061154
2	-0.448034
3	-0.309094
4	0.429639
5	-0.292291
1	0.171975
2	-0.294109
3	0.111442
4	0.525239
5	-0.017460
1	0.284858
2	-0.388551
3	0.022193
4	0.383968
5	-0.283617
1	0.279591
2	-0.317783
3	-0.385691
4	0.427451
5	-0.343103
1	0.239962
2	-0.549746
3	0.026581
4	0.449833
5	-0.282234
